Titles,Company,Category,Location,Benefits,Highlights,Opportunities,Posted_Date,Link,page_id
Admin Assistant,RGK+Z&A Group (Zeya & Associates),Administrative,Yangon,Benefits: Bonus Rewards over performance,Highlights:Fun working environment International Standards Make a difference Join an experienced team,Career Opportunities: Training Provided Learn new skills on the job Promotional opportunities,09 Jan 2024,https://www.jobnet.com.mm/job/admin-assistant-rgk-zanda-group-zeya-and-associates/94312,57
Sales Executive -Modern Trade Channel,"I.P. One (Myanmar) Co.,Ltd","Sales, Business Development",Yangon,Benefits: Attractive Salary Annual Bonus Monthly Sales Incentive Telecommunication Allowance,Highlights:Fun working environment Join winning team,Career Opportunities: Promotion opportunities  Development training Abroad learning opportunities,09 Jan 2024,https://www.jobnet.com.mm/job/sales-executive-modern-trade-channel-ip-one-myanmar-co-ltd/94310,57
IT Planning And Development Manager,Sea Lion Co Ltd,"IT Hardware, Software",Yangon,Benefits: Bonus Ferry Provided 13 month Salary,Highlights:Join a winning team,Career Opportunities: Learn new skills and techniques,09 Jan 2024,https://www.jobnet.com.mm/job/it-planning-and-development-manager-sea-lion-co-ltd/94308,57
Delivery Assistant,"I.P. One (Myanmar) Co.,Ltd","Customer Service, Support",Yangon,Benefits: Attractive Salary Monthly KPI Incentive  Mobile Allowance Yearly KPI Bonus,Highlights:make a difference fun working environment Join supportive and winning team,Career Opportunities: Learn new skill on job Career growth Training provision,09 Jan 2024,https://www.jobnet.com.mm/job/delivery-assistant-ip-one-myanmar-co-ltd/94307,58
Warehouse Staff,"I.P. One (Myanmar) Co.,Ltd","Logistics, Warehousing, Port",Yangon,Benefits: Attractive Salary Bonus Telecommunication allowance,Highlights:make a difference fun working environment Join supportive and winning team,Career Opportunities: Learn new skill on job Career growth Training provision,09 Jan 2024,https://www.jobnet.com.mm/job/warehouse-staff-ip-one-myanmar-co-ltd/94306,58
Warehouse Supervisor,"I.P. One (Myanmar) Co.,Ltd","Logistics, Warehousing, Port",Yangon,Benefits: Attractive Salary Bonus Telecommunication allowance,Highlights:make a difference fun working environment Join supportive and winning team,Career Opportunities: Learn new skill on job Career growth Training provision,09 Jan 2024,https://www.jobnet.com.mm/job/warehouse-supervisor-ip-one-myanmar-co-ltd/94304,58
Ecommerce Product Sourcing Specialist/ Ecommerce,"Global Travel Assistant Co,ltd","Procurement, Supply Chain",Yangon,Benefits: Bonuses+ Commissions Competitive Salary Salary raise (after performance review) Friendly colleagues Cozy working environment,Highlights:Join an innovative IT company Work with professional team Keep in touch with international colleagues Broaden your network,Career Opportunities: Learn new skills on the job Potential training available Explore more about the IT industry  Oversee international market opportunity,09 Jan 2024,https://www.jobnet.com.mm/job/ecommerce-product-sourcing-specialist-ecommerce-global-travel-assistant-co-ltd/88091,58
HR Executive,Blazon Group,"HR, Training and Recruitment",Yangon,Benefits: * Yearly Performance Bonus * Staff Discount,Highlights:* Working Hour - 8:30 AM to 5:00 PM (Saturday Alternatively) * Fun & flexible workplace * Better lifestyle * International Standard,Career Opportunities: * Learn new skills on the job * Training Provide * Career Development,09 Jan 2024,https://www.jobnet.com.mm/job/hr-executive-blazon-group/94302,58
Manager - Regulatory Compliance Risk Oversight,Yoma Bank,"Legal, Risk and Compliance",Yangon,Benefits: •	Ferry Provided •	Mobile Phone Allowance •	Life Insurance •	Limited Medical Cover,Highlights:•	Empowered Working Environment •	Diverse Team,Career Opportunities: •	Learning and Development Platform •	Opportunities to Explore Multiple Career Paths,09 Jan 2024,https://www.jobnet.com.mm/job/manager-regulatory-compliance-risk-oversight-yoma-bank/94301,58
Senior Trade Marketing Executive,"I.P. One (Myanmar) Co.,Ltd","Marketing, Media, Creative",Yangon,"Benefits: Attractive Salary Bonus, Telecommunication allowance",Highlights:Fun working environment Join supportive and winning team,Career Opportunities: Promotion opportunities  Career growth Aboard learning opportunities Training provision,09 Jan 2024,https://www.jobnet.com.mm/job/senior-trade-marketing-executive-ip-one-myanmar-co-ltd/94299,58
Audit Manager (Agribusiness),Capital Diamond Star Group (CDSG),"Finance, Accounting, Audit",Yangon,Benefits: Benefits will provide according to company policy.,Highlights:Join a winning team,Career Opportunities: Opportunities for promotion,09 Jan 2024,https://www.jobnet.com.mm/job/audit-manager-agribusiness-capital-diamond-star-group-cdsg/94298,58
Junior Internal Auditor,Hana Microfinance Ltd,"Finance, Accounting, Audit",Yangon,Benefits: Rewards over performance,Highlights:Join a winning team,Career Opportunities: Possibility for job training,09 Jan 2024,https://www.jobnet.com.mm/job/junior-internal-auditor-hana-microfinance-ltd/85913,58
Business Solution Manager,KBZ Bank,"Project, Operations Management",Yangon,Benefits: Bonus+Commission,Highlights:International standard,Career Opportunities: New skill on job,09 Jan 2024,https://www.jobnet.com.mm/job/business-solution-manager-kbz-bank/94287,58
Logistic Assistant,"Snow Everest Co.,Ltd","Logistics, Warehousing, Port",Yangon,Benefits: Bonus. Travel Allowance. Overtime Allowance.,Highlights:Join an experienced team. Join an ISO13485-certified company.,Career Opportunities: Training provided. Learn new skills on the job.,09 Jan 2024,https://www.jobnet.com.mm/job/logistic-assistant-snow-everest-co-ltd/94283,58
Senior/Junior Graphic Designer,ORGANICO,"Marketing, Media, Creative",Yangon,Benefits: -Ferry Allowance -Rewards For good performance,Highlights:-Comfortable & Peaceful Environment,Career Opportunities: -Promotional Opportunities,09 Jan 2024,https://www.jobnet.com.mm/job/senior-junior-graphic-designer-organico/90029,58
Sale & Marketing Assistant/Supervisor,ORGANICO,"Sales, Business Development",Yangon,Benefits: - Commission & reward for outstanding performance  Growing Organization. -Applicants who are willing to work around 9 miles area (Mayangone Township,Highlights:- Peaceful Environment,Career Opportunities: - Promotion Opportunities,09 Jan 2024,https://www.jobnet.com.mm/job/sale-and-marketing-assistant-supervisor-organico/86954,58
Project Sales Manager,"New Home International Co.,Ltd.","Sales, Business Development",Yangon,Benefits: Commission Rewards for over performance Ph bill,Highlights:An awesome company,Career Opportunities: Learn new skills and techniques,09 Jan 2024,https://www.jobnet.com.mm/job/project-sales-manager-new-home-international-co-ltd/87408,58
Service Mechanical Engineer - Male Only,"Ywar Taw International Trading Co., Ltd.","Engineering, Technical, HSE",Yangon,Benefits: * Bonus + commission * Meal or Travel allowance * Overtime Payment * Rewards for over performance,Highlights:* International standard * Make a difference * Official working days ( Monday to Friday ) 8: 00 AM to 4:30 PM,Career Opportunities: * Training provided * Other potential opportunities,09 Jan 2024,https://www.jobnet.com.mm/job/service-mechanical-engineer-male-only-ywar-taw-international-trading-co-ltd/91717,58
Web Developer And Digital Presence,XENOptics,"IT Hardware, Software",Yangon,Benefits: -	Standard 5-day working week -	10 days of vacation Leave  -	Overtime paid  -	Employee's uniform -       Social Security,Highlights:We offer you a great salary and additional special benefits and Growth Opportunities.,Career Opportunities: Learn new skills and techniques,09 Jan 2024,https://www.jobnet.com.mm/job/web-developer-and-digital-presence-xenoptics/94270,58
Supply Chain Executive ( Agribusiness),Capital Diamond Star Group (CDSG),"Procurement, Supply Chain",Yangon,"Benefits: Benefit will be provided according to company's policy,",Highlights:You can make a difference,Career Opportunities: Opportunities for promotion,09 Jan 2024,https://www.jobnet.com.mm/job/supply-chain-executive-agribusiness-capital-diamond-star-group-cdsg/90099,58
Office Staff,"JOJO Group Co.,Ltd","Finance, Accounting, Audit",Yangon,Benefits: အဆောင် စီစဉ်ပေးသည် meal allowance bonus,Highlights:An awesome company,Career Opportunities: Learn new skills and techniques,09 Jan 2024,https://www.jobnet.com.mm/job/office-staff-jojo-group-co-ltd/94262,58
Special Needs Teacher Assistant,Myanmar International School Yangon,"Education, Teaching, Childcare",Yangon,Benefits: Ferry,Highlights:Join a winning team,Career Opportunities: Learn new skills and techniques,09 Jan 2024,https://www.jobnet.com.mm/job/special-needs-teacher-assistant-myanmar-international-school-yangon/94260,58
Assistant Finance Manager/ Snr Finance Executive,Leading Power Generation Company,"Finance, Accounting, Audit",Yangon,Benefits: Good benefits,Highlights:International Organization,Career Opportunities: Possibility for job training,09 Jan 2024,https://www.jobnet.com.mm/job/assistant-finance-manager-snr-finance-executive-leading-power-generation-company/94258,58
Senior Sales Executive,"Blue Stone Solution Co.,Ltd.","Sales, Business Development",Yangon,Benefits: •	Incentive Based on Sales Volume  •	Communication / Transportation Allowance,Highlights:Fun Working Environment  International Standards  Join Experienced Team,Career Opportunities: Training Provided Learning new skills on the job,09 Jan 2024,https://www.jobnet.com.mm/job/senior-sales-executive-blue-stone-solution-co-ltd/94257,58
Marketing Executive,Wilmar Myanmar Limited,"Marketing, Media, Creative",Yangon,Benefits: Meal Allowance  Ph bill allowance Monthly Gratis Insurance  Medical Benefit Annual Trip Yearly Bonus,Highlights:Fun working environment,Career Opportunities: Promotions opportunities,09 Jan 2024,https://www.jobnet.com.mm/job/marketing-executive-wilmar-myanmar-limited/94256,58
Preschool Lead Teacher,Central Park Pre School,"Education, Teaching, Childcare",Yangon,Benefits: Performance-based Rewards End-of-year Bonus,Highlights:Fun working environment  Close knit community  Family-oriented organization Young and open-minded colleagues,Career Opportunities: On-site training and professional development  Leadership and management positions possible.,09 Jan 2024,https://www.jobnet.com.mm/job/preschool-lead-teacher-central-park-pre-school/94255,58
"Assistant Manager, Digital Transformation",AIA Myanmar,"IT Hardware, Software",Yangon,Benefits: -	Health Benefits -	Performance Rewards -	Opportunity to own global shares through Employee Share Purchase Plan,Highlights:-	Dynamic and progressive culture -	Flexible and supportive work environment -	Fun and Smart colleagues who will have your back and challenge you,Career Opportunities: -	Learning & Development opportunities  -	Challenging Assignments and Projects -	Exposure to cross-country collaboration,09 Jan 2024,https://www.jobnet.com.mm/job/assistant-manager-digital-transformation-aia-myanmar/91623,58
"Assistant Manager, IT Operations (Backend Apps)",AIA Myanmar,"IT Hardware, Software",Yangon,Benefits: -	Health Benefits -	Performance Rewards -	Opportunity to own global shares through Employee Share Purchase Plan,Highlights:-	Dynamic and progressive culture -	Flexible and supportive work environment -	Fun and Smart colleagues who will have your back and challenge you,Career Opportunities: -	Learning & Development opportunities  -	Challenging Assignments and Projects -	Exposure to cross-country collaboration,09 Jan 2024,https://www.jobnet.com.mm/job/assistant-manager-it-operations-backend-apps-aia-myanmar/91625,58
"Assistant Manager, Application Architect",AIA Myanmar,"IT Hardware, Software",Yangon,Benefits: -	Health Benefits -	Performance Rewards -	Opportunity to own global shares through Employee Share Purchase Plan,Highlights:-	Dynamic and progressive culture -	Flexible and supportive work environment -	Fun and Smart colleagues who will have your back and challenge you,Career Opportunities: -	Learning & Development opportunities  -	Challenging Assignments and Projects -	Exposure to cross-country collaboration,09 Jan 2024,https://www.jobnet.com.mm/job/assistant-manager-application-architect-aia-myanmar/91322,58
"Analyst, Claims",AIA Myanmar,"Project, Operations Management",Yangon,Benefits: -	Health Benefits -	Performance Rewards -	Opportunity to own global shares through Employee Share Purchase Plan,Highlights:-	Dynamic and progressive culture -	Flexible and supportive work environment -	Fun and Smart colleagues who will have your back and challenge you,Career Opportunities: -	Learning & Development opportunities  -	Challenging Assignments and Projects -	Exposure to cross-country collaboration,09 Jan 2024,https://www.jobnet.com.mm/job/analyst-claims-aia-myanmar/94253,58
Product Manager - Worker Remittance,KBZ Bank,"Project, Operations Management",Yangon,Benefits: Quarterly Bonus Ferry (YGN area) Uniform Health Care Support,Highlights:International Standards  Leading Bank in Myanmar,Career Opportunities: Training on Job.,09 Jan 2024,https://www.jobnet.com.mm/job/product-manager-worker-remittance-kbz-bank/91259,58
