Titles,Company,Category,Location,Benefits,Highlights,Opportunities,Posted_Date,Link,page_id
"AM/Manager, IT Infrastructure & Security",ATOM,"IT Hardware, Software",Yangon,Benefits: - Airtime Usage - Medical Insurance Coverage - Bonus Entitlement,Highlights:- Make a difference! - Join an experienced team!,Career Opportunities: - Learn new Skills on the job,18 Dec 2024,https://www.jobnet.com.mm/job/am-manager-it-infrastructure-and-security-atom/108579,42
BI Analyst,KBZ Bank,"IT Hardware, Software",Yangon,Benefits: International Standard,Highlights:International Standard,Career Opportunities: International Standard,18 Dec 2024,https://www.jobnet.com.mm/job/bi-analyst-kbz-bank/108577,42
HR Manager,"Otsuka Myanmar Co.,Ltd","HR, Training and Recruitment",Yangon,Benefits: - Enjoy working on the 15th floor of the Kantharyar Tower with panoramic views.,"Highlights:- Comprehensive health insurance, gym access, and transportation support.",Career Opportunities: - Opportunities to develop your skills and grow your career within a world-class company.,18 Dec 2024,https://www.jobnet.com.mm/job/hr-manager-otsuka-myanmar-co-ltd/108575,42
Treasury Associate,"Myanmar Japan Tobacco Co.,Ltd","Finance, Accounting, Audit",Yangon,Benefits: •	Mobile Phone and Data Allowance •	Transportation Allowance •	Special Allowance •	Target Bonus •	Medical Insurance  •	Group Life Insurance,Highlights:• Unrivalled Learning & Development Opportunities including Global Mobility Program,Career Opportunities: •	Competitive compensation & benefits package •	Learning & development opportunities •	Be part of a global top employer organization,18 Dec 2024,https://www.jobnet.com.mm/job/treasury-associate-myanmar-japan-tobacco-co-ltd/108574,42
Digital Marketing Executive,SP Bakery Company Limited,"Marketing, Media, Creative",Yangon,Benefits: Ferry Provide Sunday Off & Public Holiday,Highlights:Fun Working Environment Join an experienced team,Career Opportunities: Training Provided Learning New Skill,18 Dec 2024,https://www.jobnet.com.mm/job/digital-marketing-executive-sp-bakery-company-limited/108571,42
Modern Trade Manager,"Otsuka Myanmar Co.,Ltd","Marketing, Media, Creative",Yangon,"Benefits: Comprehensive health insurance, gym access, and transportation support. Attractive salary package reflective of your skills and experience.",Highlights:An awesome company,Career Opportunities: Opportunities to develop your skills and grow your career within a world-class company.,18 Dec 2024,https://www.jobnet.com.mm/job/modern-trade-manager-otsuka-myanmar-co-ltd/105730,42
Logistic Manager,Capital Diamond Star Group (CDSG),"Logistics, Warehousing, Port",Yangon,Benefits: Benefit will be provided according to company policy.,Highlights:You can make a difference,Career Opportunities: Possibility for job training,18 Dec 2024,https://www.jobnet.com.mm/job/logistic-manager-capital-diamond-star-group-cdsg/108567,42
Assistant Accountant,Yoma Group,"Finance, Accounting, Audit",Yangon,Benefits: - Transportation - Medical Insurance,Highlights:- International Standards - Make a difference - Join an experienced team,Career Opportunities: - Training provided - Learn new skills and techniques - Opportunities for promotion - Management potential,18 Dec 2024,https://www.jobnet.com.mm/job/assistant-accountant-yoma-group/108565,42
Sales Executive,"Hon Chuan (Myanmar) Co., Ltd.","Sales, Business Development",Yangon,Benefits: - Uniform - Ferry or Transportation Allowance - Meal - Yearly Bonus - Yearly Medical Checkup,Highlights:- Join an experienced team,Career Opportunities: - Training provided - Learn the new skills on the job,18 Dec 2024,https://www.jobnet.com.mm/job/sales-executive-hon-chuan-myanmar-co-ltd/101290,42
HR & Admin Manager,"Colour Care Business Group Co.,Ltd","HR, Training and Recruitment",Yangon,Benefits: * Lunch Provided * Ferry Provided * Phone Bill Provided * Uniform  Provided,Highlights:•	Ferry Provided •	Working Hours       8:00 AM  to 4:30 PM •	Off Day                  Sunday and Public Holidays,Career Opportunities: Possibility for job training,18 Dec 2024,https://www.jobnet.com.mm/job/hr-and-admin-manager-colour-care-business-group-co-ltd/108562,42
Junior Web Developer,"Yadanar More & More Co.,Ltd","IT Hardware, Software",Yangon,Benefits: Attendance Bonus Yearly bonus Wedding benefit Home loan  Car installment,"Highlights:Work Days - Monday to Saturday Work Time - 9:00 AM to 5:30 PM Holiday - Sunday, National Holiday Duty Station - South Okkalapa Township",Career Opportunities: Training provided Learn new skill on the job Promotion opportunities Management potential,17 Dec 2024,https://www.jobnet.com.mm/job/junior-web-developer-yadanar-more-and-more-co-ltd/108554,42
Senior Interior Designer,Best Guiding Star,"Architecture, Design",Yangon,"Benefits: Uniform provided Saturday ( Alternated ), Sunday and Public Holiday",Highlights:Fun working environment Join an experience team,Career Opportunities: Learn new skills on the job Promotion opportunities,17 Dec 2024,https://www.jobnet.com.mm/job/senior-interior-designer-best-guiding-star/105942,43
Junior Accountant,Capital Diamond Star Group (CDSG),"Finance, Accounting, Audit",Yangon,Benefits: Benefit will be provided according to company's policy.,Highlights:Join a winning team,Career Opportunities: Opportunities for promotion,17 Dec 2024,https://www.jobnet.com.mm/job/junior-accountant-capital-diamond-star-group-cdsg/108548,43
Electrical Engineer,"Mobility Management Co., LTD","Engineering, Technical, HSE",Yangon,Benefits: *Bonus + Commission * Travel Allowance  * Phone Bill Allowance,Highlights:An awesome company,Career Opportunities: Learn new skills and techniques,17 Dec 2024,https://www.jobnet.com.mm/job/electrical-engineer-mobility-management-co-ltd/108547,43
Accountant,Ninja Van Myanmar,"Finance, Accounting, Audit",Yangon,Benefits: * Ferry Provided * Annual performance bonus * Performance-based annual increment * Uniform provided * Phone SIM card and phone bill reimbursement,Highlights:* Fun & Dynamic Environment * Multinational Organization * Secure and Reliable Work environment,Career Opportunities: * Continuous Learning Opportunities * Opportunities for Career Development,17 Dec 2024,https://www.jobnet.com.mm/job/accountant-ninja-van-myanmar/108545,43
Customer Care Officer,Prudential Myanmar,"Customer Service, Support",Yangon,Benefits: Stable Income Bonus,Highlights:International Organization  People Oriented,Career Opportunities: Learn new skills and techniques,17 Dec 2024,https://www.jobnet.com.mm/job/customer-care-officer-prudential-myanmar/108541,43
"Java Developer, A Bank Head Office",A Bank,"IT Hardware, Software",Yangon,Benefits: - Meal Allowance - Ferry from the Designated point - Bonus according to business income - OT Allowance,Highlights:- Fun working environment - Learning opportunities,Career Opportunities: - Learn new skills on job,17 Dec 2024,https://www.jobnet.com.mm/job/java-developer-a-bank-head-office-a-bank/108540,43
Full Stack Developer,Wave Money,"IT Hardware, Software",Yangon,Benefits: - Medical & Life Insurance  - SIM & Mobile Usage allowance  - Ferry - Other benefits including Company Bonus,Highlights:- Myanmar's First Mobile Financial Services Provider - International Working Environment,Career Opportunities: - Growing organisation - Develop your career,17 Dec 2024,https://www.jobnet.com.mm/job/full-stack-developer-wave-money/108537,43
Logistics Manager,MYW Technologies,"Logistics, Warehousing, Port",Yangon,Benefits: -,Highlights:-,Career Opportunities: -,17 Dec 2024,https://www.jobnet.com.mm/job/logistics-manager-myw-technologies/108533,43
"Senior Analyst, Product",AIA Myanmar,"Marketing, Media, Creative",Yangon,Benefits: -	Health Benefits -	Performance Rewards -	Opportunity to own global shares through Employee Share Purchase Plan,Highlights:-	Dynamic and progressive culture -	Flexible and supportive work environment -	Fun and Smart colleagues who will have your back and challenge you,Career Opportunities: -	Learning & Development opportunities  -	Challenging Assignments and Projects -	Exposure to cross-country collaboration,17 Dec 2024,https://www.jobnet.com.mm/job/senior-analyst-product-aia-myanmar/108530,43
"Assistant Manager, Channel Marketing",AIA Myanmar,"Marketing, Media, Creative",Yangon,Benefits: -	Health Benefits -	Performance Rewards -	Opportunity to own global shares through Employee Share Purchase Plan,Highlights:-	Dynamic and progressive culture -	Flexible and supportive work environment -	Fun and Smart colleagues who will have your back and challenge you,Career Opportunities: -	Learning & Development opportunities  -	Challenging Assignments and Projects -	Exposure to cross-country collaboration,17 Dec 2024,https://www.jobnet.com.mm/job/assistant-manager-channel-marketing-aia-myanmar/108528,43
Project Sales Manager/Assistant Manager,"Hafary Myanmar-Leading Tile Supplier, Singapore","Sales, Business Development",Yangon,Benefits: Yearly bonus Sales Commission Telephone top-up allowance Health Insurance  Ferry Provide,Highlights:An awesome company,Career Opportunities: Opportunities for promotion,17 Dec 2024,https://www.jobnet.com.mm/job/project-sales-manager-assistant-manager-hafary-myanmar-leading-tile-supplier-singapore/108521,43
Areas Sales Manager,United Chan Thar,"Sales, Business Development",Yangon,Benefits: -Bonus Commission -Ph Bills Allowance  -ATT+TA Allowance,Highlights:-,Career Opportunities: -,17 Dec 2024,https://www.jobnet.com.mm/job/areas-sales-manager-united-chan-thar/108519,43
Head Of Trade Business Unit,KBZ Bank,"Sales, Business Development",Yangon,Benefits: Quarterly Bonus Ferry (YGN area) Uniform Health Care Support,Highlights:International Standards,Career Opportunities: Learn new skills and techniques,17 Dec 2024,https://www.jobnet.com.mm/job/head-of-trade-business-unit-kbz-bank/108511,43
Quality Assurance Lab Technician,"IMPACT Co., Ltd","Engineering, Technical, HSE",Yangon,Benefits: Bonus + Increment,Highlights:An awesome company,Career Opportunities: Learn new skills and techniques,17 Dec 2024,https://www.jobnet.com.mm/job/quality-assurance-lab-technician-impact-co-ltd/108505,43
Production Engineering Technician,"IMPACT Co., Ltd","Engineering, Technical, HSE",Yangon,Benefits: Bonus + Increment Transportation Provide,Highlights:You can make a difference,Career Opportunities: Possibility for job training,17 Dec 2024,https://www.jobnet.com.mm/job/production-engineering-technician-impact-co-ltd/108504,43
Import Assistant Officer,"Grace Win Co.,Ltd","Procurement, Supply Chain",Yangon,Benefits: -,Highlights:-,Career Opportunities: -,17 Dec 2024,https://www.jobnet.com.mm/job/import-assistant-officer-grace-win-co-ltd/108502,43
IT Project Manager,Dai-ichi Life Insurance Myanmar Ltd.,"IT Hardware, Software",Yangon,Benefits: • Rewards over performance,"Highlights:• Opportunities for career growth and advancement within the organization • Dynamic work environment that values creativity, collaboration, innovatio",Career Opportunities: • Continuous learning opportunities and support for professional development • Commitment to diversity and inclusion,17 Dec 2024,https://www.jobnet.com.mm/job/it-project-manager-dai-ichi-life-insurance-myanmar-ltd/108499,43
"SVP, Head Of BG Technology Operations",ATOM,"IT Hardware, Software",Yangon,Benefits: - Airtime Usage - Medical Insurance Coverage  - Bonus Entitlement,Highlights:- Make a difference - Join an experienced team,Career Opportunities: - Learn new Skills on the job,16 Dec 2024,https://www.jobnet.com.mm/job/svp-head-of-bg-technology-operations-atom/108493,43
Customer Support Executive,Ooredoo Myanmar,"Customer Service, Support",Yangon,Benefits: Meal Allowance Transportation Provided OML SIM card provided Medical & Life Insurance,Highlights:Fun Working Environment Joined an experience team,Career Opportunities: Learn new skill on job,16 Dec 2024,https://www.jobnet.com.mm/job/customer-support-executive-ooredoo-myanmar/106056,43
Tax & Accounting Manager,Wilmar Myanmar Limited,"Finance, Accounting, Audit",Yangon,Benefits: Male & Ferry provided Yearly Increment Yearly Promotion Yearly Bonus Medical Allowance Life Insurance Monthly Gratis,Highlights:International Standard,Career Opportunities: Learn new skill on the job,16 Dec 2024,https://www.jobnet.com.mm/job/tax-and-accounting-manager-wilmar-myanmar-limited/108490,43
Sales Engineer,"Amigos International Co.,Ltd","Sales, Business Development",Yangon,Benefits: *Daily Meal *Bus Fee *Travelling Fee *No Leave/No Late Allowance *Phone Bill *Health Insurance *Bonus *OT Charge *Leave Refund *Personal Loan,"Highlights:*Sat/Sun & Gazette Holidays Close *Skill & Development Training *Overseas Trip & Training *Clean,Tidy&Joyful Office *Young, Active & Helpful Team",Career Opportunities: *Ongoing Life-Work-Development  *Skill & Knowledge Training *Promotion based on performance *Computerized and ERP *Digital Working Platform,16 Dec 2024,https://www.jobnet.com.mm/job/sales-engineer-amigos-international-co-ltd/108489,43
BI & Analytics Manager,Ooredoo Myanmar,Research and Development,Yangon,"Benefits: - Yearly Performance Bonus - Transportation, Meal Allowance - Medical & Life Insurance",Highlights:- Fun Working Environment - Join an Experienced Team and make the difference,Career Opportunities: - Training Provided - Yearly Performance Review,16 Dec 2024,https://www.jobnet.com.mm/job/bi-and-analytics-manager-ooredoo-myanmar/101003,43
